Your monther's mother is your ________.	grandmother (參考答案)
Mr. Lee is your father. He is Danny's father, too. Danny is your _______.	brother.(參考答案)
Culture & Festivals	文化 & 節慶
Halloween	萬聖節
Are you ready?	你準好了嗎?
Yes. Let's go.	是的, 我們走吧!
Trick or treat!	不給糖就搗蛋!
Happy Halloween!	萬聖節快樂!
bat	蝙蝠
spider	蜘蛛
ghost	鬼
jack-o'-lantern	傑克南瓜燈<br>洞的圖案通常是像怪物般的臉<br>在萬聖夜的時候放進點燃的蠟燭。
lantern	燈籠
mask	面具
witch	女巫師, 巫婆
wizard	男巫師
black cat	黑貓
Smell my feet.	讓你聞我的臭腳丫
Give me something good to eat.	給我來點好吃的(東西)
Not too big.	不要太大
Not too small.	不要太小
Give me something and I will leave.	給我點東西我就離開
Where's the witch?	巫婆在哪裡?
She's under the bed.	她在床底下.
Where's the black cat?	黑貓在哪裡?
It's in the box.	牠在盒子裡.
Where's the bat?	蝙蝠在哪裡?
It's on the bed.	牠在床上.
Where's the mask?	面具在哪裡?
It's by the table.	它在桌子上.
ready	準備好的
trick	詭計；騙局；惡作劇；花招(搗蛋)
treat	款待, 請客(給糖)
or	或者
smell	聞(動詞), 氣味
give	給與, 送給, 捐贈
eat	吃
good	好
leave	離開, 走開
萬聖節	Halloween
你準好了嗎?	Are you ready?
是的, 我們走吧!	Yes. Let's go.
不給糖就搗蛋!	Trick or treat!
萬聖節快樂!	Happy Halloween!
蝙蝠	bat
蜘蛛	spider
鬼	ghost
傑克南瓜燈	jack-o'-lantern
燈籠	lantern
面具	mask
女巫師, 巫婆	witch
男巫師	wizard
黑貓	black cat
讓你聞我的臭腳丫	Smell my feet.
給我來點好吃的	Give me something good to eat.
不要太大	Not too big.
不要太小	Not too small.
給我點東西我就離開	Give me something and I will leave.
巫婆在哪裡?	Where's the witch?
她在床底下.	She's under the bed.
黑貓在哪裡?	Where's the black cat?
牠在盒子裡.	It's in the box.
蝙蝠在哪裡?	Where's the bat?
牠在床上.	It's on the bed.
面具在哪裡?	Where's the mask?
它在桌子上.	It's by the table.
準備好的	ready
詭計；騙局；惡作劇；花招(搗蛋)	trick
款待, 請客(給糖)	treat
或者	or
聞(動詞), 氣味	smell
給與, 送給, 捐贈	give
吃	eat
好	good
離開, 走開	leave
